date,equity,daily_return
2010-02-11,1.0,
2010-02-12,1.0040920196396694,0.004092019639669431
2010-02-16,1.04298678021295,0.038736251073122174
2010-02-17,1.0606866363396077,0.016970355197641007
2010-02-18,1.0807950602160017,0.018957930822799396
2010-02-19,1.0807950602160017,0.0
2010-02-22,1.0732075583583758,-0.007020296573255536
2010-02-23,1.0313073310319867,-0.039042053887955674
2010-02-24,1.062494327687718,0.030240254982502268
2010-02-25,1.0618885337755235,-0.0005701620200766477
2010-02-26,1.0751355117664096,0.012474923280117567
2010-03-01,1.121252793670296,0.042894389962170765
2010-03-02,1.1279940498122125,0.006012253597023065
2010-03-03,1.1342592475413351,0.005554282604740335
2010-03-04,1.146780314192767,0.01103898132510106
2010-03-05,1.1974700131290301,0.04420175190393305
2010-03-08,1.2038552559690805,0.0053322778608588806
2010-03-09,1.2251662281283775,0.017702271144002246
2010-03-10,1.2551462652049608,0.024470179138370574
2010-03-11,1.2667061754893194,0.009210010502219035
2010-03-12,1.2695953575807584,0.0022808620873131513
2010-03-15,1.2610461208254042,-0.006733827990396013
2010-03-16,1.2848904064069377,0.018908337441239986
2010-03-17,1.293800646291058,0.006934630253047747
2010-03-18,1.3069228786094438,0.01014239122232885
2010-03-19,1.283804504367364,-0.017689164847031758
2010-03-22,1.3184820657304834,0.027011559193903745
2010-03-23,1.3460580186699074,0.020914924560726522
2010-03-24,1.3269114020075736,-0.014224213515887874
2010-03-25,1.318602400106739,-0.006261911600324965
2010-03-26,1.3254685465538194,0.005207139351880885
2010-03-29,1.343649450920171,0.013716586797643426
2010-03-30,1.3577375401672025,0.010484943998885665
2010-03-31,1.3394364460572594,-0.013479110335042566
2010-04-01,1.3367874988203399,-0.0019776580252963694
2010-04-05,1.3754372516611966,0.02891241343516726
2010-04-06,1.3859142971919207,0.00761724718308332
2010-04-07,1.3780863435307797,-0.005648223470240299
2010-04-08,1.3830248258351543,0.0035835797427044014
2010-04-09,1.4079461908637716,0.018019463254080215
2010-04-12,1.4136059562623593,0.004019873369674354
2010-04-13,1.4349211950852374,0.015078628332351185
2010-04-14,1.4854911381759002,0.03524231383846743
2010-04-15,1.505359037932447,0.013374633645370393
2010-04-16,1.451774660863522,-0.03559574541268318
2010-04-19,1.4494907664699541,-0.0015731741675456545
2010-04-20,1.4709215667911832,0.014785054735754644
2010-04-21,1.4968099458097568,0.01760010839670345
2010-04-22,1.5189669467357674,0.014802815138981407
2010-04-23,1.5390755152448252,0.013238318682490702
2010-04-26,1.5276360839693857,-0.007432664064972672
2010-04-27,1.4333538109079786,-0.06171775729231632
2010-04-28,1.4367244751371027,0.0023515926099144657
2010-04-29,1.5100569961169745,0.05104146428136391
2010-04-30,1.4210731960600615,-0.05892744464992361
2010-05-03,1.4791103789484266,0.04084038953748026
2010-05-04,1.3483469752067072,-0.08840679208449986
2010-05-05,1.3261898296480328,-0.016432821792979224
2010-05-06,1.1962679710604502,-0.09796626069894043
2010-05-07,1.1092123413605668,-0.07277268288200645
2010-05-10,1.2746537403633968,0.1491521441240895
2010-05-11,1.2738122675255918,-0.0006601579795035839
2010-05-12,1.3424468303209363,0.05388122295969766
2010-05-13,1.281760700195652,-0.045205611689496994
2010-05-14,1.2028889651424433,-0.06153390023673644
2010-05-17,1.2191456042336872,0.013514663083902256
2010-05-18,1.1725482142024213,-0.03822134933632926
2010-05-19,1.1416015970338733,-0.026392618055026573
2010-05-20,1.0261286138730927,-0.10114998390051688
2010-05-21,1.0340768295941571,0.007745827972834851
2010-05-24,1.0426262109821751,0.00826764621674525
2010-05-25,1.0352790886117325,-0.00704674627690538
2010-05-26,1.0032506191181962,-0.030937038954862994
2010-05-27,1.1118617948118095,0.10825926605365721
2010-05-28,1.0963260772331194,-0.013972705646675854
2010-06-01,1.0659853262930974,-0.02767493318830394
2010-06-02,1.1410005759995834,0.07037174701770721
2010-06-03,1.1706203331107197,0.025959458508763467
2010-06-04,1.0550272325226793,-0.09874516725749316
2010-06-07,0.9938597648923734,-0.057977145750113146
2010-06-08,0.9883206231353686,-0.005573363519353891
2010-06-09,0.9665243360727965,-0.022053862433250804
2010-06-10,1.046718013672849,0.0829711933854631
2010-06-11,1.0740537317577532,0.02611564693434998
2010-06-14,1.0746545358430475,0.0005593799151100143
2010-06-15,1.1531610734202407,0.07305281367989225
2010-06-16,1.1763997097222438,0.02015211650622062
2010-06-17,1.188199204014135,0.010030174433379502
2010-06-18,1.1914501847139907,0.0027360569581875716
2010-06-21,1.1601427813656722,-0.026276720378228702
2010-06-22,1.1326918633640761,-0.02366167203081848
2010-06-23,1.1175211986287377,-0.01339346138700237
2010-06-24,1.0633359451581865,-0.04848700278530693
