date,equity,daily_return
2006-06-21,1.0,
2006-06-22,0.9764711548049365,-0.023528845195063486
2006-06-23,0.973564727463376,-0.002976460008325743
2006-06-26,0.9771630833325045,0.00369606228288899
2006-06-27,0.9406230947401059,-0.03739395113841493
2006-06-28,0.9521111219747233,0.012213209838093153
2006-06-29,1.0096890009323567,0.06047390648920703
2006-06-30,1.0,-0.009596025036827993
2006-07-03,1.0116265585071424,0.011626558507142448
2006-07-05,0.9717649126731368,-0.03940351852053936
2006-07-06,0.9660904073037763,-0.005839380796072491
2006-07-07,0.9449139856660164,-0.021919710078542542
2006-07-10,0.9292740840013848,-0.016551667032008055
2006-07-11,0.9444985131542843,0.01638314186848322
2006-07-12,0.90712879259685,-0.039565674309674614
2006-07-13,0.8782007456427547,-0.031889680043428625
2006-07-14,0.860208177809134,-0.02048798970268695
2006-07-17,0.8643599915862268,0.004826522095694452
2006-07-18,0.8692044617259443,0.005604690391589395
2006-07-19,0.888028217194715,0.02165630331831614
2006-07-20,0.8638062910665768,-0.02727607711008939
2006-07-21,0.8442909103348454,-0.02259231141699025
2006-07-24,0.8754326069620334,0.036885031268235835
2006-07-25,0.8840142675080116,0.009802765487292753
2006-07-26,0.8858135970748794,0.002035407835599745
2006-07-27,0.8768171311993048,-0.010156161415090681
2006-07-28,0.9118343068935927,0.0399366919831865
2006-07-31,0.9100350986325677,-0.001973174564087743
2006-08-01,0.878893462658301,-0.0342202581208797
2006-08-02,0.8950871254955041,0.018425057785984356
2006-08-03,0.9100350986325677,0.016700020267623295
2006-08-04,0.9017307432433253,-0.009125313300246018
2006-08-07,0.8907961739166721,-0.012126202204578163
2006-08-08,0.8795852092271047,-0.012585330985734666
2006-08-09,0.8791699793270583,-0.00047207467302823325
2006-08-10,0.8903803981403329,0.01275113923004434
2006-08-11,0.8816616013390224,-0.009792215573838692
2006-08-14,0.8896889548361364,0.00910480107665168
2006-08-15,0.9360558691042025,0.0521158704017024
2006-08-16,0.9806229685820294,0.0476115806212265
2006-08-17,0.9868523268765468,0.00635244991612316
2006-08-18,0.9854670748042185,-0.0014037075604945715
2006-08-21,0.9674751741527333,-0.018257231633090898
2006-08-22,0.9699657044121118,0.002574257537470759
2006-08-23,0.9536340561786767,-0.016837346061976066
2006-08-24,0.9609691778836158,0.007691757291399481
2006-08-25,0.9647066715544834,0.0038892960949057365
2006-08-28,0.9785474862639328,0.014347174242246075
2006-08-29,0.9847757528058648,0.006364807665810268
2006-08-30,0.9934955807068394,0.008854633022929104
2006-08-31,0.9923883616263037,-0.0011144680480087432
2006-09-01,1.0013844635843498,0.009065102238103195
2006-09-05,1.0193773953354992,0.017968055632444635
2006-09-06,0.97965476599739,-0.038967539911982874
